timestamp,room_anon,temperature_dp,sound_level_dp
2025-04-11 23:11:48.447819,3486577c,20.777728593192847,68.66955223558465
2025-04-11 23:12:18.447819,8aec6083,21.12890345668959,41.61030402075839
2025-04-11 23:12:48.447819,a05e6feb,25.043796038043848,53.39116478557441
2025-04-11 23:13:18.447819,a05e6feb,19.320863375865294,59.105918704581526
2025-04-11 23:13:48.447819,a05e6feb,23.391106211866408,38.211897038684455
2025-04-11 23:14:18.447819,3486577c,21.319011435112568,42.86392837181869
2025-04-11 23:14:48.447819,8aec6083,24.49804492121492,79.77220997755478
2025-04-11 23:15:18.447819,8aec6083,20.60761626205725,34.40267136941656
2025-04-11 23:15:48.447819,3486577c,24.785039564590047,62.503153752226
2025-04-11 23:16:18.447819,8aec6083,24.59451934016467,90.27960163891552
2025-04-11 23:16:48.447819,a05e6feb,23.02077935400294,64.55677835815813
2025-04-11 23:17:18.447819,a05e6feb,24.664924238141953,85.0230222932607
2025-04-11 23:17:48.447819,a05e6feb,18.562604809257135,35.10775046679869
2025-04-11 23:18:18.447819,a05e6feb,22.18304038577892,52.38020182466618
2025-04-11 23:18:48.447819,a05e6feb,16.372708974357835,34.71981006848376
2025-04-11 23:19:18.447819,8aec6083,19.223917516413497,43.241369320264845
2025-04-11 23:19:48.447819,3171d89a,20.92317743520463,54.56832216062333
2025-04-11 23:20:18.447819,8aec6083,17.310537331079935,38.03951170315694
2025-04-11 23:20:48.447819,a05e6feb,19.57071087266699,47.79628767119623
2025-04-11 23:21:18.447819,3486577c,22.759957310013974,56.101468463435886
2025-04-11 23:21:48.447819,3486577c,17.714574159349148,43.03412702623595
2025-04-11 23:22:18.447819,3486577c,20.24740418587129,26.872788603127546
2025-04-11 23:22:48.447819,3171d89a,16.518384877470094,64.310143733814
2025-04-11 23:23:18.447819,3486577c,16.985856330214652,68.10260100602976
2025-04-11 23:23:48.447819,3171d89a,25.119296458038722,74.73476624786487
2025-04-11 23:24:18.447819,a05e6feb,23.902655206722528,61.2050363484236
2025-04-11 23:24:48.447819,3171d89a,22.11147708454922,51.293365017546805
2025-04-11 23:25:18.447819,a05e6feb,21.216815805793487,29.692626177510636
2025-04-11 23:25:48.447819,a05e6feb,23.41981587813027,46.29041650901236
2025-04-11 23:26:18.447819,a05e6feb,18.067533900183225,33.80224137738301
2025-04-11 23:26:48.447819,8aec6083,20.22777588379282,48.07606872535724
2025-04-11 23:27:18.447819,3171d89a,19.812075615994438,37.00896886472606
2025-04-11 23:27:48.447819,a05e6feb,21.54525890702121,18.268143424713188
2025-04-11 23:28:18.447819,3486577c,24.33683968397174,61.53786520220487
2025-04-11 23:28:48.447819,8aec6083,25.758223091062707,40.72776871109575
2025-04-11 23:29:18.447819,3171d89a,21.6648907803973,47.45575170040439
2025-04-11 23:29:48.447819,8aec6083,19.088396413937947,31.596108205471516
2025-04-11 23:30:18.447819,3171d89a,22.48006832975995,51.13199394086642
2025-04-11 23:30:48.447819,8aec6083,24.563803939074614,55.622962578485335
2025-04-11 23:31:18.447819,a05e6feb,21.52673625654832,43.96236190600534
2025-04-11 23:31:48.447819,3486577c,23.370828668564084,32.8014210981267
2025-04-11 23:32:18.447819,3171d89a,20.174321459340455,48.32869560171284
2025-04-11 23:32:48.447819,3171d89a,26.92782555260659,30.550613496252208
2025-04-11 23:33:18.447819,3486577c,21.55208834193648,45.695926818377984
2025-04-11 23:33:48.447819,a05e6feb,17.59661363650084,54.45660933956656
2025-04-11 23:34:18.447819,8aec6083,27.214498597266193,16.24710487080845
2025-04-11 23:34:48.447819,a05e6feb,22.015760227930848,32.42712454614314
2025-04-11 23:35:18.447819,a05e6feb,25.519075169735043,36.06196649277164
2025-04-11 23:35:48.447819,8aec6083,22.35793902421917,18.345596360481405
2025-04-11 23:36:18.447819,3486577c,17.730864330567734,31.471853823291415
2025-04-11 23:36:48.447819,a05e6feb,22.139891249933275,66.11963623071823
2025-04-11 23:37:18.447819,a05e6feb,20.992914347321896,55.5598244036586
2025-04-11 23:37:48.447819,8aec6083,22.892521664071083,34.51308691232449
2025-04-11 23:38:18.447819,3171d89a,26.20416400287753,50.46620260195176
2025-04-11 23:38:48.447819,3171d89a,22.155059860670786,28.501959073950555
2025-04-11 23:39:18.447819,8aec6083,20.794860521365802,37.835324568438054
2025-04-11 23:39:48.447819,8aec6083,22.67897913780188,20.33549078319094
2025-04-11 23:40:18.447819,3486577c,23.093917753917726,64.05297883340683
2025-04-11 23:40:48.447819,3486577c,22.35151623561492,54.97557943600035
2025-04-11 23:41:18.447819,3486577c,25.25599229238604,59.0041389386179
2025-04-11 23:41:48.447819,8aec6083,22.596694944829544,54.090441145933646
2025-04-11 23:42:18.447819,3486577c,20.433786117599396,54.84991661179772
2025-04-11 23:42:48.447819,3486577c,20.721108205788774,66.09671447744518
2025-04-11 23:43:18.447819,8aec6083,19.732774644724767,52.3946656908328
2025-04-11 23:43:48.447819,3171d89a,24.57886779311322,58.37895592368038
2025-04-11 23:44:18.447819,a05e6feb,19.25769474146413,32.537114551342995
2025-04-11 23:44:48.447819,3486577c,24.4608398232686,48.96595647105087
2025-04-11 23:45:18.447819,a05e6feb,18.856823552753976,42.59147122373184
2025-04-11 23:45:48.447819,a05e6feb,24.77094622373219,52.03598606794601
2025-04-11 23:46:18.447819,3486577c,20.727259834268697,38.72715631947385
2025-04-11 23:46:48.447819,8aec6083,22.8053480578022,49.853501148999214
2025-04-11 23:47:18.447819,3486577c,19.81204743343987,31.969861461000725
2025-04-11 23:47:48.447819,a05e6feb,22.93186753470102,66.89536606592621
2025-04-11 23:48:18.447819,a05e6feb,24.499329198853008,64.8990871641119
2025-04-11 23:48:48.447819,3486577c,18.348481588159295,62.37443847380521
2025-04-11 23:49:18.447819,a05e6feb,18.683561913851864,52.60416040507159
2025-04-11 23:49:48.447819,a05e6feb,22.53638616668575,45.82440005602772
2025-04-11 23:50:18.447819,3486577c,23.169866285248336,65.95176523856088
2025-04-11 23:50:48.447819,a05e6feb,20.318730236797123,45.71924433560261
2025-04-11 23:51:18.447819,8aec6083,21.145808726805676,41.023290413414024
2025-04-11 23:51:48.447819,3486577c,23.89391806825851,54.08496000639512
2025-04-11 23:52:18.447819,3486577c,18.685527158086057,57.34938124147011
2025-04-11 23:52:48.447819,3486577c,25.010679052153534,53.066748375165744
2025-04-11 23:53:18.447819,8aec6083,20.148004878127626,49.86237322117441
2025-04-11 23:53:48.447819,a05e6feb,21.68041141051567,41.09674820011183
2025-04-11 23:54:18.447819,a05e6feb,15.12842609944122,44.70626999447379
2025-04-11 23:54:48.447819,8aec6083,18.545499056590433,45.51255652888545
2025-04-11 23:55:18.447819,a05e6feb,20.16362234383941,46.47933475142365
2025-04-11 23:55:48.447819,8aec6083,20.573092751384486,51.85819932646143
2025-04-11 23:56:18.447819,8aec6083,25.854897225212262,55.49868380471321
2025-04-11 23:56:48.447819,a05e6feb,26.052375213839433,47.76310977231328
2025-04-11 23:57:18.447819,3486577c,17.72159679631997,58.12277176990023
2025-04-11 23:57:48.447819,8aec6083,22.163057474243573,60.435514389727416
